Entity,Code,Year,MaleFemaleRatio
Hungary,HUN,1996,3.726443329
Ireland,IRL,1996,5.545280733
Israel,ISR,1996,3.412681089
Italy,ITA,1996,3.275925813
Japan,JPN,1996,2.390442313
Kazakhstan,KAZ,1996,5.790490857
Kuwait,KWT,1996,1.245782034
Kyrgyzstan,KGZ,1996,5.392789219
Latvia,LVA,1996,5.481729687
Lithuania,LTU,1996,5.388926901
Macedonia,MKD,1996,2.586665682
Mauritius,MUS,1996,3.254750022
Mexico,MEX,1996,6.09754045
Moldova,MDA,1996,5.442049348
Netherlands,NLD,1996,2.093748039
New Zealand,NZL,1996,3.865171331
Norway,NOR,1996,3.008825582
Panama,PAN,1996,6.6245573
Paraguay,PRY,1996,2.662705255
Poland,POL,1996,5.638176042
Portugal,PRT,1996,3.667463837
Romania,ROU,1996,5.46655911
Russia,RUS,1996,6.334221423
Singapore,SGP,1996,1.828977731
Slovakia,SVK,1996,6.129182877
Slovenia,SVN,1996,3.707195471
South Korea,KOR,1996,2.445267067
Spain,ESP,1996,3.177589115
Sweden,SWE,1996,2.460512223
Switzerland,CHE,1996,2.765558322
Trinidad and Tobago,TTO,1996,3.811061268
Turkmenistan,TKM,1996,4.093497894
Ukraine,UKR,1996,6.351486429
United Kingdom,GBR,1996,3.566684213
United States,USA,1996,4.500292455
Uruguay,URY,1996,4.041175084
Uzbekistan,UZB,1996,4.090245959
Venezuela,VEN,1996,6.005156207
Argentina,ARG,1995,3.80510109
Australia,AUS,1995,3.795164862
Austria,AUT,1995,3.682254871
Azerbaijan,AZE,1995,8.228255413
Belarus,BLR,1995,6.719156595
Belgium,BEL,1995,2.87154357
Brazil,BRA,1995,3.973183318
Bulgaria,BGR,1995,2.939815712
Canada,CAN,1995,3.968072106
Chile,CHL,1995,6.962118286
Colombia,COL,1995,4.030373345
Costa Rica,CRI,1995,4.74131232
Croatia,HRV,1995,3.529472929
Cuba,CUB,1995,1.735289882
Czech Republic,CZE,1995,3.610866915
Denmark,DNK,1995,2.469259247
Estonia,EST,1995,5.04218663
Finland,FIN,1995,3.715897294
France,FRA,1995,3.011295111
Georgia,GEO,1995,4.098114475
Germany,DEU,1995,3.138294665
Greece,GRC,1995,5.160333134
Guatemala,GTM,1995,3.822244459
Hungary,HUN,1995,3.649964573
Ireland,IRL,1995,3.842788824
Israel,ISR,1995,2.930055064
Italy,ITA,1995,3.504186907
Japan,JPN,1995,2.32468112
Kazakhstan,KAZ,1995,5.612378319
Kuwait,KWT,1995,2.44401417
Kyrgyzstan,KGZ,1995,3.805940286
Latvia,LVA,1995,5.510127739
Lithuania,LTU,1995,5.773701395
Macedonia,MKD,1995,1.998459051
Mauritius,MUS,1995,3.59708454
Mexico,MEX,1995,6.598261806
Moldova,MDA,1995,4.047241939
Netherlands,NLD,1995,2.072794858
New Zealand,NZL,1995,3.850682082
Norway,NOR,1995,3.090383228
Paraguay,PRY,1995,2.917153501
Poland,POL,1995,5.536415135
Portugal,PRT,1995,2.94629259
Romania,ROU,1995,4.707042145
Russia,RUS,1995,6.011024312
Singapore,SGP,1995,1.775757486
Slovakia,SVK,1995,5.452473038
Slovenia,SVN,1995,4.039666478
South Korea,KOR,1995,2.406976176
Spain,ESP,1995,3.718731995
Sweden,SWE,1995,2.443599335
Switzerland,CHE,1995,2.861949668
Trinidad and Tobago,TTO,1995,4.303881741
Turkmenistan,TKM,1995,4.317857275
Ukraine,UKR,1995,6.18717532
United Kingdom,GBR,1995,3.947747658
United States,USA,1995,4.634085962
Uruguay,URY,1995,3.515662232
Uzbekistan,UZB,1995,3.763927764
Argentina,ARG,1994,3.800803272
Australia,AUS,1994,4.616697324
Austria,AUT,1994,3.093932402
Azerbaijan,AZE,1994,1.994507757
Belarus,BLR,1994,5.924085239
Belgium,BEL,1994,2.972672268
Brazil,BRA,1994,3.898599453
Bulgaria,BGR,1994,2.902181734
Canada,CAN,1994,3.888126028
Chile,CHL,1994,7.797734518
Colombia,COL,1994,4.109615024
Costa Rica,CRI,1994,4.997685196
Croatia,HRV,1994,3.418841898
Cuba,CUB,1994,1.72982865
Czech Republic,CZE,1994,3.192777023
Denmark,DNK,1994,2.469241066
Estonia,EST,1994,5.504357922
Finland,FIN,1994,3.840046867
France,FRA,1994,3.145378208
Georgia,GEO,1994,3.491296107
Germany,DEU,1994,3.178508048
Greece,GRC,1994,4.48221798
Guatemala,GTM,1994,6.943899868
Hungary,HUN,1994,3.920196529
Ireland,IRL,1994,3.537291775
Israel,ISR,1994,3.019941929
Italy,ITA,1994,3.499690471
Japan,JPN,1994,2.413340069
Kazakhstan,KAZ,1994,4.807082419
Kuwait,KWT,1994,0.782664946
Kyrgyzstan,KGZ,1994,6.202858316
Latvia,LVA,1994,5.861208162
Lithuania,LTU,1994,6.801578684
Macedonia,MKD,1994,1.740529571
Mauritius,MUS,1994,5.055793072
Mexico,MEX,1994,6.738485718
Moldova,MDA,1994,4.249314923
Netherlands,NLD,1994,2.27023519
New Zealand,NZL,1994,4.217683474
Norway,NOR,1994,2.67412438
Paraguay,PRY,1994,3.190855678
Poland,POL,1994,5.87850879
Portugal,PRT,1994,4.064930219
Romania,ROU,1994,4.429769138
Russia,RUS,1994,6.289038392
Singapore,SGP,1994,1.600842118
Slovakia,SVK,1994,6.084274805
Slovenia,SVN,1994,4.014012261
South Korea,KOR,1994,2.32726801
Spain,ESP,1994,3.871569138
Sweden,SWE,1994,2.579996953
Switzerland,CHE,1994,2.801712926
Trinidad and Tobago,TTO,1994,3.865088732
Turkmenistan,TKM,1994,2.061867566
Ukraine,UKR,1994,5.579208755
United Kingdom,GBR,1994,3.909535693
United States,USA,1994,4.54496547
Uruguay,URY,1994,4.85774607
Uzbekistan,UZB,1994,3.503726045
Venezuela,VEN,1994,4.954053217
Argentina,ARG,1993,4.031369864
Australia,AUS,1993,4.288058005
Austria,AUT,1993,3.247413475
Azerbaijan,AZE,1993,2.712186888
Belarus,BLR,1993,5.805742525
Belgium,BEL,1993,3.008702279
Brazil,BRA,1993,3.933903935
Bulgaria,BGR,1993,2.752001095
Canada,CAN,1993,3.929460685
Chile,CHL,1993,5.94872387
Colombia,COL,1993,4.732014787
Costa Rica,CRI,1993,5.567252741
Croatia,HRV,1993,3.165037624
Cuba,CUB,1993,1.469058067
Czech Republic,CZE,1993,3.454714813
Denmark,DNK,1993,2.103113105
Estonia,EST,1993,4.94926664
Finland,FIN,1993,4.09480587
France,FRA,1993,2.948686976
Germany,DEU,1993,3.039066553
Greece,GRC,1993,3.329346959
Guatemala,GTM,1993,5.347233723
Hungary,HUN,1993,3.610876051
Ireland,IRL,1993,3.856934684
Israel,ISR,1993,3.033424211
Italy,ITA,1993,3.481115659
Japan,JPN,1993,2.294508584
Kazakhstan,KAZ,1993,4.413229387
Kuwait,KWT,1993,1.74959833
Kyrgyzstan,KGZ,1993,4.213494685
Latvia,LVA,1993,4.991762086
Lithuania,LTU,1993,5.994979712
Macedonia,MKD,1993,1.835120725
Mauritius,MUS,1993,2.25632672
Mexico,MEX,1993,7.124215471
Moldova,MDA,1993,4.280812759
Netherlands,NLD,1993,2.073645647
New Zealand,NZL,1993,3.868852059
Norway,NOR,1993,3.372412933
Philippines,PHL,1993,1.64005875
Poland,POL,1993,5.320798564
Portugal,PRT,1993,3.47223323
Romania,ROU,1993,4.278220228
Russia,RUS,1993,5.855964662
Singapore,SGP,1993,1.785149917
Slovakia,SVK,1993,6.098170022
Slovenia,SVN,1993,4.417226867
South Korea,KOR,1993,2.424716973
Spain,ESP,1993,3.557687773
Sweden,SWE,1993,2.311086342
Switzerland,CHE,1993,2.803001938
Trinidad and Tobago,TTO,1993,5.279545655
Turkmenistan,TKM,1993,2.86390519
Ukraine,UKR,1993,5.314181001
United Kingdom,GBR,1993,3.83347176
United States,USA,1993,4.391102057
Uruguay,URY,1993,3.574227664
Uzbekistan,UZB,1993,3.207851924
Venezuela,VEN,1993,6.031683833
Argentina,ARG,1992,3.778150952
Australia,AUS,1992,3.983295542
Austria,AUT,1992,3.173446962
Azerbaijan,AZE,1992,3.463483012
Belarus,BLR,1992,5.318753166
Belgium,BEL,1992,2.677012008
Brazil,BRA,1992,3.759858608
Bulgaria,BGR,1992,3.214655292
Canada,CAN,1992,3.783929771
Chile,CHL,1992,6.493148653
Colombia,COL,1992,4.354792934
Costa Rica,CRI,1992,6.285723404
Croatia,HRV,1992,3.705387177
Cuba,CUB,1992,1.410839782
Czech Republic,CZE,1992,3.61534903
Denmark,DNK,1992,2.095664801
Estonia,EST,1992,4.13370457
Finland,FIN,1992,4.204299513
France,FRA,1992,2.984537529
Georgia,GEO,1992,3.484791416
Germany,DEU,1992,2.921979089
Greece,GRC,1992,4.205475428
Guatemala,GTM,1992,3.758922646
Hungary,HUN,1992,3.596994754
Ireland,IRL,1992,5.47311255
Israel,ISR,1992,2.910121545
Italy,ITA,1992,3.219157031
Japan,JPN,1992,2.167087979
Kazakhstan,KAZ,1992,3.738905564
Kyrgyzstan,KGZ,1992,4.42457914
Latvia,LVA,1992,4.767594429
Lithuania,LTU,1992,4.863420147
Macedonia,MKD,1992,1.91219611
Mauritius,MUS,1992,2.440618455
Mexico,MEX,1992,6.636448929
Moldova,MDA,1992,4.217501034
Netherlands,NLD,1992,2.0266941
New Zealand,NZL,1992,4.283106341
Norway,NOR,1992,2.827439057
Philippines,PHL,1992,2.636382838
Poland,POL,1992,5.447313739
Portugal,PRT,1992,3.077727839
Romania,ROU,1992,4.036508713
Russia,RUS,1992,5.279239143
Singapore,SGP,1992,1.383622249
Slovakia,SVK,1992,5.369347973
Slovenia,SVN,1992,3.706667309
South Korea,KOR,1992,2.460785834
Spain,ESP,1992,3.661298683
Sweden,SWE,1992,2.297011611
Switzerland,CHE,1992,3.110603467
Trinidad and Tobago,TTO,1992,5.05758862
Turkmenistan,TKM,1992,2.522690892
Ukraine,UKR,1992,4.854979429
United Kingdom,GBR,1992,3.78022445
United States,USA,1992,4.367276536
Uzbekistan,UZB,1992,3.135510404
Venezuela,VEN,1992,6.264540111
Argentina,ARG,1991,3.311523912
Australia,AUS,1991,3.823206392
Austria,AUT,1991,3.35642176
Azerbaijan,AZE,1991,3.34119876
Belarus,BLR,1991,5.198677846
Belgium,BEL,1991,2.714766255
Bosnia and Herzegovina,BIH,1991,5.929029181
Brazil,BRA,1991,3.545966929
Bulgaria,BGR,1991,3.210081099
Canada,CAN,1991,4.238338658
Chile,CHL,1991,5.46552749
Colombia,COL,1991,4.276794104
Costa Rica,CRI,1991,7.011009464
Croatia,HRV,1991,3.009435368
Czech Republic,CZE,1991,3.326316676
Czechoslovakia,OWID_CZS,1991,3.922471103
Denmark,DNK,1991,2.216575901
Estonia,EST,1991,4.208823368
Finland,FIN,1991,4.366723235
France,FRA,1991,2.880641631
Georgia,GEO,1991,2.986248915
Germany,DEU,1991,2.849632611
Greece,GRC,1991,3.867719164
Guatemala,GTM,1991,4.416151096
Hungary,HUN,1991,3.36258906
Ireland,IRL,1991,4.53992088
Israel,ISR,1991,2.939133134
Italy,ITA,1991,2.975307448
Japan,JPN,1991,1.993578894
Kazakhstan,KAZ,1991,3.950688722
Kyrgyzstan,KGZ,1991,3.470492281
Latvia,LVA,1991,4.44892618
Lithuania,LTU,1991,5.101663126
Macedonia,MKD,1991,1.965916941
Mauritius,MUS,1991,2.350082824
Mexico,MEX,1991,6.445298206
Moldova,MDA,1991,3.256458062
Netherlands,NLD,1991,1.919534706
New Zealand,NZL,1991,4.219641175
Norway,NOR,1991,3.069300568
Poland,POL,1991,5.763567583
Portugal,PRT,1991,3.513463165
Romania,ROU,1991,3.432877628
Russia,RUS,1991,4.902595753
Singapore,SGP,1991,1.542342974
Slovenia,SVN,1991,4.020432622
South Korea,KOR,1991,2.452447533
Spain,ESP,1991,3.267796782
Sweden,SWE,1991,2.432198343
Switzerland,CHE,1991,3.207425687
Trinidad and Tobago,TTO,1991,4.14186701
Turkmenistan,TKM,1991,2.375668979
Ukraine,UKR,1991,5.039552358
United Kingdom,GBR,1991,3.786216342
United States,USA,1991,4.389937604
Uzbekistan,UZB,1991,3.253989847
Argentina,ARG,1990,2.877357033
Australia,AUS,1990,4.123367321
Austria,AUT,1990,3.00586123
Azerbaijan,AZE,1990,3.989916134
Belarus,BLR,1990,4.994318257
Belgium,BEL,1990,2.463537326
Bosnia and Herzegovina,BIH,1990,4.511446473
Brazil,BRA,1990,3.13894395
Bulgaria,BGR,1990,2.716113887
Canada,CAN,1990,3.938048441
Chile,CHL,1990,6.374411893
Colombia,COL,1990,4.028798236
Costa Rica,CRI,1990,8.324589634
Croatia,HRV,1990,3.074176597
Czech Republic,CZE,1990,3.210776411
Czechoslovakia,OWID_CZS,1990,3.568840567
Denmark,DNK,1990,2.172197293
East Germany,OWID_GDR,1990,3.041164121
Estonia,EST,1990,3.64464914
Finland,FIN,1990,4.146107688
France,FRA,1990,2.899732231
Georgia,GEO,1990,3.186460276
Germany,DEU,1990,2.810451965
Greece,GRC,1990,3.749837046
Guatemala,GTM,1990,5.529041155
Hungary,HUN,1990,3.314543625
Ireland,IRL,1990,3.013097659
Israel,ISR,1990,2.832065197
Italy,ITA,1990,2.980629346
Japan,JPN,1990,1.878225911
Kazakhstan,KAZ,1990,3.562455884
Kyrgyzstan,KGZ,1990,3.205404669
Latvia,LVA,1990,4.995960504
Lithuania,LTU,1990,5.2829028
Mauritius,MUS,1990,1.901628511
Mexico,MEX,1990,6.972066032
Moldova,MDA,1990,4.031734434
Netherlands,NLD,1990,1.827243541
New Zealand,NZL,1990,4.178238105
Norway,NOR,1990,3.000886599
Poland,POL,1990,5.244290706
Portugal,PRT,1990,3.368207755
Romania,ROU,1990,3.055263109
Russia,RUS,1990,4.718181355
Singapore,SGP,1990,1.40519434
Slovenia,SVN,1990,3.940365977
South Korea,KOR,1990,2.483054591
Spain,ESP,1990,3.125064496
Sweden,SWE,1990,2.327334951
Switzerland,CHE,1990,2.645347713
Trinidad and Tobago,TTO,1990,2.963962595
Turkmenistan,TKM,1990,2.668100224
USSR,OWID_USS,1990,4.443563752
Ukraine,UKR,1990,4.833578285
United Kingdom,GBR,1990,3.603605972
United States,USA,1990,4.295445798
Uruguay,URY,1990,4.443439676
Uzbekistan,UZB,1990,2.453423296
Venezuela,VEN,1990,4.61665472
West Germany,OWID_GFR,1990,2.742028705
Yugoslavia,OWID_YGS,1990,2.669947544
Argentina,ARG,1989,2.986551949
Australia,AUS,1989,4.056352338
Austria,AUT,1989,2.860707215
Azerbaijan,AZE,1989,2.362189393
Belarus,BLR,1989,5.159812089
Belgium,BEL,1989,2.59832342
Bosnia and Herzegovina,BIH,1989,4.255595563
Brazil,BRA,1989,3.418212906
Bulgaria,BGR,1989,2.866516816
Canada,CAN,1989,3.54148667
Chile,CHL,1989,6.886392024
Colombia,COL,1989,4.579506259
Costa Rica,CRI,1989,5.009362721
Croatia,HRV,1989,2.765640887
Czech Republic,CZE,1989,3.082488457
Czechoslovakia,OWID_CZS,1989,3.478281764
Denmark,DNK,1989,1.817539156
East Germany,OWID_GDR,1989,2.906831124
Estonia,EST,1989,3.118256643
Finland,FIN,1989,4.279944552
France,FRA,1989,2.82092277
Georgia,GEO,1989,2.926533968
Greece,GRC,1989,3.018099338
Guatemala,GTM,1989,4.782906118
Hungary,HUN,1989,3.133755315
Ireland,IRL,1989,3.450153743
Israel,ISR,1989,2.692762525
Italy,ITA,1989,2.967578758
Japan,JPN,1989,1.864218056
Kazakhstan,KAZ,1989,3.750625989
Kyrgyzstan,KGZ,1989,3.203490248
Latvia,LVA,1989,3.100489273
Lithuania,LTU,1989,5.313685833
Mauritius,MUS,1989,3.115545471
Mexico,MEX,1989,6.322706505
Moldova,MDA,1989,3.416565234
Netherlands,NLD,1989,1.781571205
New Zealand,NZL,1989,4.151844641
Norway,NOR,1989,2.790783392
Panama,PAN,1989,6.573036447
Poland,POL,1989,5.558699681
Portugal,PRT,1989,3.357076223
Romania,ROU,1989,3.203932922
Russia,RUS,1989,4.719644172
Singapore,SGP,1989,1.294100199
Slovenia,SVN,1989,3.717040829
South Korea,KOR,1989,2.527134054
Spain,ESP,1989,3.432150544
Sweden,SWE,1989,2.568808435
Switzerland,CHE,1989,2.642015178
Trinidad and Tobago,TTO,1989,3.627045076
Turkmenistan,TKM,1989,2.3413548
USSR,OWID_USS,1989,4.374604841
Ukraine,UKR,1989,4.557075143
United Kingdom,GBR,1989,3.323420116
United States,USA,1989,4.18875307
Uruguay,URY,1989,4.285319996
Uzbekistan,UZB,1989,2.515820959
Venezuela,VEN,1989,4.724678566
West Germany,OWID_GFR,1989,2.727189401
Yugoslavia,OWID_YGS,1989,2.631449199
Argentina,ARG,1988,2.818654957
Australia,AUS,1988,3.842531766
Austria,AUT,1988,3.161344105
Azerbaijan,AZE,1988,2.241665394
Bahrain,BHR,1988,6.016706453
Belarus,BLR,1988,4.507477004
Belgium,BEL,1988,2.392406868
Bosnia and Herzegovina,BIH,1988,3.648029933
Brazil,BRA,1988,3.123558152
Bulgaria,BGR,1988,2.714504778
Canada,CAN,1988,3.653413579
Chile,CHL,1988,5.547687925
Colombia,COL,1988,5.376047441
Costa Rica,CRI,1988,9.148051515
Croatia,HRV,1988,2.777407675
Czech Republic,CZE,1988,2.826644429
Czechoslovakia,OWID_CZS,1988,3.247132993
Denmark,DNK,1988,1.91753444
Estonia,EST,1988,3.443978194
Finland,FIN,1988,4.186870272
France,FRA,1988,2.78089389
Georgia,GEO,1988,3.517332213
Greece,GRC,1988,3.008718053
Guatemala,GTM,1988,5.586913136
Hungary,HUN,1988,2.609723415
Ireland,IRL,1988,2.654646432
Israel,ISR,1988,2.573497987
Italy,ITA,1988,2.860004928
Japan,JPN,1988,1.963234776
Kazakhstan,KAZ,1988,3.53664359
Kyrgyzstan,KGZ,1988,3.272167909
Latvia,LVA,1988,3.626969569
Lithuania,LTU,1988,4.094388613
Mauritius,MUS,1988,2.439699627
Mexico,MEX,1988,6.066753624
Moldova,MDA,1988,2.9919466
Netherlands,NLD,1988,1.851462063
New Zealand,NZL,1988,3.977133153
Norway,NOR,1988,2.670180874
Panama,PAN,1988,3.361153411
Poland,POL,1988,5.03998625
Portugal,PRT,1988,3.810103006
Russia,RUS,1988,4.185625098
Singapore,SGP,1988,1.601495308
Slovenia,SVN,1988,3.183552092
South Korea,KOR,1988,2.656073643
Spain,ESP,1988,3.136585574
Sweden,SWE,1988,2.324783045
Switzerland,CHE,1988,2.775020403
Trinidad and Tobago,TTO,1988,2.917795432
Turkmenistan,TKM,1988,2.443394425
USSR,OWID_USS,1988,3.948793986
Ukraine,UKR,1988,4.173948665
United Kingdom,GBR,1988,3.07239291
United States,USA,1988,4.053736762
Uruguay,URY,1988,4.138672274
Uzbekistan,UZB,1988,2.30857346
Venezuela,VEN,1988,6.02294215
West Germany,OWID_GFR,1988,2.663494202
Yugoslavia,OWID_YGS,1988,2.527962859
Argentina,ARG,1987,2.577257273
Australia,AUS,1987,4.080172591
Austria,AUT,1987,2.983651486
Azerbaijan,AZE,1987,2.29090241
Bahrain,BHR,1987,2.871571317
Belarus,BLR,1987,4.310737703
Belgium,BEL,1987,2.529879305
Bosnia and Herzegovina,BIH,1987,3.013339603
Brazil,BRA,1987,3.231079628
Bulgaria,BGR,1987,2.906979247
Canada,CAN,1987,3.641133298
Chile,CHL,1987,5.139628783
Colombia,COL,1987,4.770050911
Costa Rica,CRI,1987,5.665384981
Croatia,HRV,1987,2.998019909
Czech Republic,CZE,1987,3.192108349
Czechoslovakia,OWID_CZS,1987,3.716331058
Denmark,DNK,1987,1.912903232
Egypt,EGY,1987,1.6632422
Estonia,EST,1987,4.726913767
Finland,FIN,1987,3.907458413
France,FRA,1987,2.769527203
Georgia,GEO,1987,2.882226593
Greece,GRC,1987,2.859074984
Guatemala,GTM,1987,3.472212324
Hungary,HUN,1987,2.985899706
Ireland,IRL,1987,3.144782049
Israel,ISR,1987,2.750261245
Italy,ITA,1987,3.113470847
Japan,JPN,1987,2.069102242
Kazakhstan,KAZ,1987,3.505721497
Kuwait,KWT,1987,0.895877845
Kyrgyzstan,KGZ,1987,2.992058153
Latvia,LVA,1987,3.048614934
Lithuania,LTU,1987,4.935023093
Mauritius,MUS,1987,1.828533288
Mexico,MEX,1987,5.757144215
Moldova,MDA,1987,2.634366369
Netherlands,NLD,1987,1.696125761
New Zealand,NZL,1987,3.735104481
Norway,NOR,1987,2.984803954
Panama,PAN,1987,3.413908973
Poland,POL,1987,5.02601566
Portugal,PRT,1987,3.31269153
Russia,RUS,1987,4.190106577
Singapore,SGP,1987,1.476828782
Slovenia,SVN,1987,3.069009508
South Korea,KOR,1987,2.883714995
Spain,ESP,1987,2.944453912
Sweden,SWE,1987,2.457587576
Switzerland,CHE,1987,2.844418189
Trinidad and Tobago,TTO,1987,3.679311065
Turkmenistan,TKM,1987,1.947632391
USSR,OWID_USS,1987,3.922692761
Ukraine,UKR,1987,4.175746596
United Kingdom,GBR,1987,2.806270923
United States,USA,1987,3.957379658
Uruguay,URY,1987,3.235669073
Uzbekistan,UZB,1987,2.376359362
Venezuela,VEN,1987,4.717550685
West Germany,OWID_GFR,1987,2.610748737
Yugoslavia,OWID_YGS,1987,2.528164295
Argentina,ARG,1986,2.795514642
Australia,AUS,1986,3.415443038
Austria,AUT,1986,2.964589862
Azerbaijan,AZE,1986,2.282846787
Belarus,BLR,1986,4.700028073
Belgium,BEL,1986,2.289679482
Bosnia and Herzegovina,BIH,1986,3.277545018
Brazil,BRA,1986,3.042269106
Bulgaria,BGR,1986,2.62658298
Canada,CAN,1986,3.593486469
Chile,CHL,1986,5.006840963
Colombia,COL,1986,4.221363082
Costa Rica,CRI,1986,12.14665684
Croatia,HRV,1986,3.160496747
Czech Republic,CZE,1986,3.036187491
Czechoslovakia,OWID_CZS,1986,3.368168833
Denmark,DNK,1986,1.872565245
Estonia,EST,1986,3.86840595
Finland,FIN,1986,3.907819231
France,FRA,1986,2.798894021
Georgia,GEO,1986,2.732276171
Greece,GRC,1986,3.190459505
Guatemala,GTM,1986,5.228763916
Hungary,HUN,1986,2.949328989
Ireland,IRL,1986,3.08285553
Israel,ISR,1986,2.019039199
Italy,ITA,1986,2.796194499
Japan,JPN,1986,2.051830755
Kazakhstan,KAZ,1986,3.470902338
Kuwait,KWT,1986,2.007864002
Kyrgyzstan,KGZ,1986,3.512413881
Latvia,LVA,1986,4.389910592
Lithuania,LTU,1986,4.685610217
Mauritius,MUS,1986,2.877116886
Mexico,MEX,1986,6.704267863
Moldova,MDA,1986,2.975287901
Netherlands,NLD,1986,1.74392254
New Zealand,NZL,1986,2.778745729
Norway,NOR,1986,2.773636247
Panama,PAN,1986,5.260196711
Poland,POL,1986,5.275728212
Portugal,PRT,1986,2.950254417
Russia,RUS,1986,4.030225576
Singapore,SGP,1986,1.474442099
Slovenia,SVN,1986,4.031730803
South Korea,KOR,1986,3.132750381
Spain,ESP,1986,3.326566766
Sri Lanka,LKA,1986,2.894300236
Sweden,SWE,1986,2.617693844
Switzerland,CHE,1986,2.633511295
Trinidad and Tobago,TTO,1986,2.222140375
Turkmenistan,TKM,1986,2.245642791
